CC 1
CD 1
DT 1
EX 1
FW 1
IN 1
JJ 1
JJR 1
JJS 1
LS 1
MD 1
NN 1
NNP 1
NNPS 1
NNS 1
PDT 1
POS 1
PRP 1
PRP$ 1
RB 1
RBR 1
RBS 1
RP 1
SYM 1
TO 1
UH 1
VB 1
VBD 1
VBG 1
VBN 1
VBP 1
VBZ 1
WDT 1
WP 1
WP$ 1
WRB 1
, 1
`` 1
'' 1
( 1
) 1
-- 1
0 1
: 1
$ 1
punct 1
